Freguesia,Partido,Percentagem,Percentagem de Votos Válidos,Votos,Concelho,Distrito,Região
Albergaria-a-Velha e Valmaior,MPT,0.24,0.25,12,Albergaria-a-Velha,Aveiro,Norte
Albergaria-a-Velha e Valmaior,NC,0.24,0.25,12,Albergaria-a-Velha,Aveiro,Norte
Albergaria-a-Velha e Valmaior,PURP,0.18,0.19,9,Albergaria-a-Velha,Aveiro,Norte
Albergaria-a-Velha e Valmaior,JPP,0.1,0.1,5,Albergaria-a-Velha,Aveiro,Norte
Albergaria-a-Velha e Valmaior,PPM,0.08,0.08,4,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PPD/PSD,34.9,36.74,511,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PS,28.89,30.41,423,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,CDS-PP,11.95,12.58,175,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,B.E.,9.77,10.28,143,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PAN,2.19,2.3,32,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PCP-PEV,1.78,1.87,26,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,R.I.R.,1.23,1.29,18,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,CH,0.89,0.93,13,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,IL,0.89,0.93,13,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,L,0.48,0.5,7,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PCTP/MRPP,0.41,0.43,6,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PDR,0.34,0.36,5,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PTP,0.27,0.29,4,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,A,0.2,0.22,3,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,NC,0.2,0.22,3,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PNR,0.2,0.22,3,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PURP,0.2,0.22,3,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,MPT,0.14,0.14,2,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,JPP,0.07,0.07,1,Albergaria-a-Velha,Aveiro,Norte
São João de Loure e Frossos,PPM,0.0,0.0,0,Albergaria-a-Velha,Aveiro,Norte
Avelãs de Caminho,PPD/PSD,38.92,40.75,216,Anadia,Aveiro,Norte
Avelãs de Caminho,PS,31.89,33.4,177,Anadia,Aveiro,Norte
Avelãs de Caminho,B.E.,7.93,8.3,44,Anadia,Aveiro,Norte
Avelãs de Caminho,CDS-PP,5.23,5.47,29,Anadia,Aveiro,Norte
Avelãs de Caminho,PAN,2.34,2.45,13,Anadia,Aveiro,Norte
Avelãs de Caminho,PCP-PEV,1.8,1.89,10,Anadia,Aveiro,Norte
Avelãs de Caminho,A,1.62,1.7,9,Anadia,Aveiro,Norte
Avelãs de Caminho,IL,1.08,1.13,6,Anadia,Aveiro,Norte
Avelãs de Caminho,L,0.9,0.94,5,Anadia,Aveiro,Norte
Avelãs de Caminho,PCTP/MRPP,0.9,0.94,5,Anadia,Aveiro,Norte
Avelãs de Caminho,R.I.R.,0.9,0.94,5,Anadia,Aveiro,Norte
Avelãs de Caminho,CH,0.72,0.75,4,Anadia,Aveiro,Norte
Avelãs de Caminho,PDR,0.36,0.38,2,Anadia,Aveiro,Norte
Avelãs de Caminho,PPM,0.36,0.38,2,Anadia,Aveiro,Norte
Avelãs de Caminho,MPT,0.18,0.19,1,Anadia,Aveiro,Norte
Avelãs de Caminho,PNR,0.18,0.19,1,Anadia,Aveiro,Norte
Avelãs de Caminho,PURP,0.18,0.19,1,Anadia,Aveiro,Norte
Avelãs de Caminho,JPP,0.0,0.0,0,Anadia,Aveiro,Norte
Avelãs de Caminho,NC,0.0,0.0,0,Anadia,Aveiro,Norte
Avelãs de Caminho,PTP,0.0,0.0,0,Anadia,Aveiro,Norte
Avelãs de Cima,PPD/PSD,55.7,59.12,567,Anadia,Aveiro,Norte
Avelãs de Cima,PS,18.57,19.71,189,Anadia,Aveiro,Norte
Avelãs de Cima,CDS-PP,6.39,6.78,65,Anadia,Aveiro,Norte
Avelãs de Cima,B.E.,4.81,5.11,49,Anadia,Aveiro,Norte
Avelãs de Cima,PAN,1.87,1.98,19,Anadia,Aveiro,Norte
Avelãs de Cima,PCP-PEV,1.67,1.77,17,Anadia,Aveiro,Norte
Avelãs de Cima,IL,0.88,0.94,9,Anadia,Aveiro,Norte
Avelãs de Cima,CH,0.79,0.83,8,Anadia,Aveiro,Norte
Avelãs de Cima,R.I.R.,0.69,0.73,7,Anadia,Aveiro,Norte
Avelãs de Cima,A,0.59,0.63,6,Anadia,Aveiro,Norte
Avelãs de Cima,PURP,0.49,0.52,5,Anadia,Aveiro,Norte
Avelãs de Cima,L,0.39,0.42,4,Anadia,Aveiro,Norte
Avelãs de Cima,PPM,0.29,0.31,3,Anadia,Aveiro,Norte
Avelãs de Cima,PTP,0.29,0.31,3,Anadia,Aveiro,Norte
Avelãs de Cima,MPT,0.2,0.21,2,Anadia,Aveiro,Norte
Avelãs de Cima,PNR,0.2,0.21,2,Anadia,Aveiro,Norte
Avelãs de Cima,JPP,0.1,0.1,1,Anadia,Aveiro,Norte
Avelãs de Cima,NC,0.1,0.1,1,Anadia,Aveiro,Norte
Avelãs de Cima,PCTP/MRPP,0.1,0.1,1,Anadia,Aveiro,Norte
Avelãs de Cima,PDR,0.1,0.1,1,Anadia,Aveiro,Norte
Moita,PPD/PSD,41.83,43.87,476,Anadia,Aveiro,Norte
Moita,PS,29.35,30.78,334,Anadia,Aveiro,Norte
Moita,B.E.,8.88,9.31,101,Anadia,Aveiro,Norte
Moita,CDS-PP,4.66,4.88,53,Anadia,Aveiro,Norte
Moita,PCP-PEV,2.81,2.95,32,Anadia,Aveiro,Norte
Moita,PAN,2.37,2.49,27,Anadia,Aveiro,Norte
Moita,CH,0.97,1.01,11,Anadia,Aveiro,Norte
Moita,A,0.88,0.92,10,Anadia,Aveiro,Norte
Moita,IL,0.7,0.74,8,Anadia,Aveiro,Norte
Moita,L,0.62,0.65,7,Anadia,Aveiro,Norte
Moita,PNR,0.35,0.37,4,Anadia,Aveiro,Norte
Moita,PPM,0.35,0.37,4,Anadia,Aveiro,Norte
Moita,R.I.R.,0.35,0.37,4,Anadia,Aveiro,Norte
Moita,JPP,0.26,0.28,3,Anadia,Aveiro,Norte
Moita,PCTP/MRPP,0.26,0.28,3,Anadia,Aveiro,Norte
Moita,PTP,0.26,0.28,3,Anadia,Aveiro,Norte
Moita,MPT,0.18,0.18,2,Anadia,Aveiro,Norte
Moita,NC,0.09,0.09,1,Anadia,Aveiro,Norte
Moita,PDR,0.09,0.09,1,Anadia,Aveiro,Norte
Moita,PURP,0.09,0.09,1,Anadia,Aveiro,Norte
Sangalhos,PPD/PSD,37.17,39.62,685,Anadia,Aveiro,Norte
Sangalhos,PS,27.56,29.38,508,Anadia,Aveiro,Norte
Sangalhos,B.E.,7.98,8.5,147,Anadia,Aveiro,Norte
Sangalhos,CDS-PP,6.08,6.48,112,Anadia,Aveiro,Norte
Sangalhos,PCP-PEV,4.5,4.8,83,Anadia,Aveiro,Norte
Sangalhos,PAN,2.71,2.89,50,Anadia,Aveiro,Norte
Sangalhos,CH,2.39,2.54,44,Anadia,Aveiro,Norte
Sangalhos,A,1.19,1.27,22,Anadia,Aveiro,Norte
Sangalhos,PCTP/MRPP,0.87,0.93,16,Anadia,Aveiro,Norte
Sangalhos,L,0.71,0.75,13,Anadia,Aveiro,Norte
Sangalhos,IL,0.65,0.69,12,Anadia,Aveiro,Norte
Sangalhos,R.I.R.,0.65,0.69,12,Anadia,Aveiro,Norte
Sangalhos,MPT,0.27,0.29,5,Anadia,Aveiro,Norte
Sangalhos,PTP,0.27,0.29,5,Anadia,Aveiro,Norte
Sangalhos,PDR,0.22,0.23,4,Anadia,Aveiro,Norte
Sangalhos,PURP,0.22,0.23,4,Anadia,Aveiro,Norte
Sangalhos,PNR,0.16,0.17,3,Anadia,Aveiro,Norte
Sangalhos,PPM,0.16,0.17,3,Anadia,Aveiro,Norte
Sangalhos,NC,0.05,0.06,1,Anadia,Aveiro,Norte
Sangalhos,JPP,0.0,0.0,0,Anadia,Aveiro,Norte
São Lourenço do Bairro,PPD/PSD,40.27,42.97,449,Anadia,Aveiro,Norte
São Lourenço do Bairro,PS,29.06,31.0,324,Anadia,Aveiro,Norte
São Lourenço do Bairro,B.E.,8.52,9.09,95,Anadia,Aveiro,Norte
São Lourenço do Bairro,CDS-PP,4.3,4.59,48,Anadia,Aveiro,Norte
São Lourenço do Bairro,PCP-PEV,2.15,2.3,24,Anadia,Aveiro,Norte
São Lourenço do Bairro,PAN,1.88,2.01,21,Anadia,Aveiro,Norte
São Lourenço do Bairro,IL,1.17,1.24,13,Anadia,Aveiro,Norte
São Lourenço do Bairro,A,1.08,1.15,12,Anadia,Aveiro,Norte
São Lourenço do Bairro,CH,0.81,0.86,9,Anadia,Aveiro,Norte
São Lourenço do Bairro,L,0.81,0.86,9,Anadia,Aveiro,Norte
São Lourenço do Bairro,R.I.R.,0.81,0.86,9,Anadia,Aveiro,Norte
São Lourenço do Bairro,PCTP/MRPP,0.63,0.67,7,Anadia,Aveiro,Norte
São Lourenço do Bairro,PURP,0.63,0.67,7,Anadia,Aveiro,Norte
São Lourenço do Bairro,PDR,0.45,0.48,5,Anadia,Aveiro,Norte
São Lourenço do Bairro,PNR,0.45,0.48,5,Anadia,Aveiro,Norte
São Lourenço do Bairro,MPT,0.27,0.29,3,Anadia,Aveiro,Norte
São Lourenço do Bairro,PPM,0.18,0.19,2,Anadia,Aveiro,Norte
São Lourenço do Bairro,JPP,0.09,0.1,1,Anadia,Aveiro,Norte
São Lourenço do Bairro,NC,0.09,0.1,1,Anadia,Aveiro,Norte
São Lourenço do Bairro,PTP,0.09,0.1,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PS,41.34,44.13,308,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PPD/PSD,34.09,36.39,254,Anadia,Aveiro,Norte
Vila Nova de Monsarros,B.E.,6.71,7.16,50,Anadia,Aveiro,Norte
Vila Nova de Monsarros,CDS-PP,2.82,3.01,21,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PAN,2.01,2.15,15,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PCP-PEV,1.74,1.86,13,Anadia,Aveiro,Norte
Vila Nova de Monsarros,IL,1.61,1.72,12,Anadia,Aveiro,Norte
Vila Nova de Monsarros,R.I.R.,1.07,1.15,8,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PCTP/MRPP,0.54,0.57,4,Anadia,Aveiro,Norte
Vila Nova de Monsarros,L,0.4,0.43,3,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PTP,0.4,0.43,3,Anadia,Aveiro,Norte
Vila Nova de Monsarros,CH,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,MPT,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,NC,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PDR,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PNR,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PPM,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,PURP,0.13,0.14,1,Anadia,Aveiro,Norte
Vila Nova de Monsarros,A,0.0,0.0,0,Anadia,Aveiro,Norte
Vila Nova de Monsarros,JPP,0.0,0.0,0,Anadia,Aveiro,Norte
Vilarinho do Bairro,PPD/PSD,55.04,58.98,742,Anadia,Aveiro,Norte
Vilarinho do Bairro,PS,19.36,20.75,261,Anadia,Aveiro,Norte
Vilarinho do Bairro,CDS-PP,6.82,7.31,92,Anadia,Aveiro,Norte
Vilarinho do Bairro,B.E.,4.82,5.17,65,Anadia,Aveiro,Norte
Vilarinho do Bairro,PAN,1.41,1.51,19,Anadia,Aveiro,Norte
Vilarinho do Bairro,IL,1.34,1.43,18,Anadia,Aveiro,Norte
Vilarinho do Bairro,R.I.R.,0.96,1.03,13,Anadia,Aveiro,Norte
Vilarinho do Bairro,PURP,0.74,0.79,10,Anadia,Aveiro,Norte
Vilarinho do Bairro,PCP-PEV,0.59,0.64,8,Anadia,Aveiro,Norte
Vilarinho do Bairro,CH,0.52,0.56,7,Anadia,Aveiro,Norte
Vilarinho do Bairro,PCTP/MRPP,0.3,0.32,4,Anadia,Aveiro,Norte
Vilarinho do Bairro,PNR,0.3,0.32,4,Anadia,Aveiro,Norte
Vilarinho do Bairro,A,0.22,0.24,3,Anadia,Aveiro,Norte
Vilarinho do Bairro,PDR,0.22,0.24,3,Anadia,Aveiro,Norte
Vilarinho do Bairro,PPM,0.22,0.24,3,Anadia,Aveiro,Norte
Vilarinho do Bairro,L,0.15,0.16,2,Anadia,Aveiro,Norte
Vilarinho do Bairro,NC,0.15,0.16,2,Anadia,Aveiro,Norte
Vilarinho do Bairro,PTP,0.15,0.16,2,Anadia,Aveiro,Norte
Vilarinho do Bairro,JPP,0.0,0.0,0,Anadia,Aveiro,Norte
Vilarinho do Bairro,MPT,0.0,0.0,0,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PPD/PSD,43.7,46.68,604,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PS,24.31,25.97,336,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",CDS-PP,8.47,9.04,117,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",B.E.,7.38,7.88,102,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PAN,2.89,3.09,40,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",CH,1.45,1.55,20,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PCP-PEV,1.3,1.39,18,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PCTP/MRPP,0.8,0.85,11,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",IL,0.65,0.7,9,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",A,0.58,0.62,8,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",R.I.R.,0.58,0.62,8,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",L,0.51,0.54,7,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PDR,0.22,0.23,3,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PURP,0.22,0.23,3,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",NC,0.14,0.15,2,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PNR,0.14,0.15,2,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",JPP,0.07,0.08,1,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",MPT,0.07,0.08,1,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PPM,0.07,0.08,1,Anadia,Aveiro,Norte
"Amoreira da Gândara, Paredes do Bairro e Ancas",PTP,0.07,0.08,1,Anadia,Aveiro,Norte
Arcos e Mogofores,PPD/PSD,34.83,36.72,1054,Anadia,Aveiro,Norte
Arcos e Mogofores,PS,31.49,33.21,953,Anadia,Aveiro,Norte
Arcos e Mogofores,B.E.,9.29,9.79,281,Anadia,Aveiro,Norte
Arcos e Mogofores,CDS-PP,6.08,6.41,184,Anadia,Aveiro,Norte
Arcos e Mogofores,PCP-PEV,3.47,3.66,105,Anadia,Aveiro,Norte
Arcos e Mogofores,PAN,3.4,3.59,103,Anadia,Aveiro,Norte
Arcos e Mogofores,IL,1.26,1.32,38,Anadia,Aveiro,Norte
Arcos e Mogofores,CH,0.99,1.05,30,Anadia,Aveiro,Norte
Arcos e Mogofores,A,0.93,0.98,28,Anadia,Aveiro,Norte
Arcos e Mogofores,L,0.79,0.84,24,Anadia,Aveiro,Norte
Arcos e Mogofores,R.I.R.,0.66,0.7,20,Anadia,Aveiro,Norte
Arcos e Mogofores,PCTP/MRPP,0.63,0.66,19,Anadia,Aveiro,Norte
Arcos e Mogofores,NC,0.23,0.24,7,Anadia,Aveiro,Norte
Arcos e Mogofores,MPT,0.2,0.21,6,Anadia,Aveiro,Norte
Arcos e Mogofores,PURP,0.2,0.21,6,Anadia,Aveiro,Norte
Arcos e Mogofores,PNR,0.17,0.17,5,Anadia,Aveiro,Norte
Arcos e Mogofores,PDR,0.1,0.1,3,Anadia,Aveiro,Norte
Arcos e Mogofores,JPP,0.07,0.07,2,Anadia,Aveiro,Norte
Arcos e Mogofores,PPM,0.07,0.07,2,Anadia,Aveiro,Norte
Arcos e Mogofores,PTP,0.0,0.0,0,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PPD/PSD,37.11,39.88,593,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PS,34.67,37.26,554,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",B.E.,7.26,7.8,116,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",CDS-PP,3.88,4.17,62,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PAN,2.5,2.69,40,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PCP-PEV,2.07,2.22,33,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",IL,1.38,1.48,22,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",R.I.R.,0.88,0.94,14,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",CH,0.69,0.74,11,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",L,0.63,0.67,10,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",A,0.56,0.61,9,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PCTP/MRPP,0.38,0.4,6,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",NC,0.25,0.27,4,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PDR,0.25,0.27,4,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PPM,0.19,0.2,3,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",MPT,0.13,0.13,2,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PTP,0.13,0.13,2,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PNR,0.06,0.07,1,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",PURP,0.06,0.07,1,Anadia,Aveiro,Norte
"Tamengos, Aguim e Óis do Bairro",JPP,0.0,0.0,0,Anadia,Aveiro,Norte
Alvarenga,PPD/PSD,46.42,48.87,259,Arouca,Aveiro,Norte
Alvarenga,PS,30.82,32.45,172,Arouca,Aveiro,Norte
Alvarenga,CDS-PP,8.06,8.49,45,Arouca,Aveiro,Norte
Alvarenga,B.E.,4.3,4.53,24,Arouca,Aveiro,Norte
Alvarenga,R.I.R.,1.43,1.51,8,Arouca,Aveiro,Norte
Alvarenga,PAN,0.9,0.94,5,Arouca,Aveiro,Norte
Alvarenga,PCP-PEV,0.72,0.75,4,Arouca,Aveiro,Norte
Alvarenga,PCTP/MRPP,0.54,0.57,3,Arouca,Aveiro,Norte
Alvarenga,CH,0.36,0.38,2,Arouca,Aveiro,Norte
Alvarenga,PTP,0.36,0.38,2,Arouca,Aveiro,Norte
Alvarenga,A,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,IL,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,JPP,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,L,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,PDR,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,PNR,0.18,0.19,1,Arouca,Aveiro,Norte
Alvarenga,MPT,0.0,0.0,0,Arouca,Aveiro,Norte
Alvarenga,NC,0.0,0.0,0,Arouca,Aveiro,Norte
Alvarenga,PPM,0.0,0.0,0,Arouca,Aveiro,Norte
Alvarenga,PURP,0.0,0.0,0,Arouca,Aveiro,Norte
Chave,PPD/PSD,35.81,37.04,260,Arouca,Aveiro,Norte
Chave,PS,29.34,30.34,213,Arouca,Aveiro,Norte
Chave,B.E.,8.82,9.12,64,Arouca,Aveiro,Norte
Chave,CDS-PP,7.85,8.12,57,Arouca,Aveiro,Norte
Chave,R.I.R.,3.17,3.28,23,Arouca,Aveiro,Norte
Chave,PAN,3.03,3.13,22,Arouca,Aveiro,Norte
Chave,PCP-PEV,3.03,3.13,22,Arouca,Aveiro,Norte
Chave,A,1.1,1.14,8,Arouca,Aveiro,Norte
Chave,CH,0.83,0.85,6,Arouca,Aveiro,Norte
Chave,PURP,0.83,0.85,6,Arouca,Aveiro,Norte
Chave,IL,0.69,0.71,5,Arouca,Aveiro,Norte
Chave,PCTP/MRPP,0.55,0.57,4,Arouca,Aveiro,Norte
Chave,PPM,0.41,0.43,3,Arouca,Aveiro,Norte
Chave,MPT,0.28,0.28,2,Arouca,Aveiro,Norte
Chave,NC,0.28,0.28,2,Arouca,Aveiro,Norte
Chave,PDR,0.28,0.28,2,Arouca,Aveiro,Norte
Chave,PNR,0.28,0.28,2,Arouca,Aveiro,Norte
Chave,PTP,0.14,0.14,1,Arouca,Aveiro,Norte
Chave,JPP,0.0,0.0,0,Arouca,Aveiro,Norte
Chave,L,0.0,0.0,0,Arouca,Aveiro,Norte
Escariz,PPD/PSD,41.55,44.04,477,Arouca,Aveiro,Norte
Escariz,PS,33.62,35.64,386,Arouca,Aveiro,Norte
Escariz,CDS-PP,6.79,7.2,78,Arouca,Aveiro,Norte
Escariz,B.E.,5.05,5.36,58,Arouca,Aveiro,Norte
Escariz,PAN,2.35,2.49,27,Arouca,Aveiro,Norte
Escariz,R.I.R.,1.92,2.03,22,Arouca,Aveiro,Norte
Escariz,IL,0.61,0.65,7,Arouca,Aveiro,Norte
Escariz,PCP-PEV,0.61,0.65,7,Arouca,Aveiro,Norte
Escariz,A,0.44,0.46,5,Arouca,Aveiro,Norte
Escariz,L,0.35,0.37,4,Arouca,Aveiro,Norte
Escariz,PCTP/MRPP,0.35,0.37,4,Arouca,Aveiro,Norte
Escariz,PTP,0.26,0.28,3,Arouca,Aveiro,Norte
Escariz,JPP,0.17,0.18,2,Arouca,Aveiro,Norte
Escariz,MPT,0.09,0.09,1,Arouca,Aveiro,Norte
Escariz,NC,0.09,0.09,1,Arouca,Aveiro,Norte
Escariz,PPM,0.09,0.09,1,Arouca,Aveiro,Norte
Escariz,CH,0.0,0.0,0,Arouca,Aveiro,Norte
Escariz,PDR,0.0,0.0,0,Arouca,Aveiro,Norte
Escariz,PNR,0.0,0.0,0,Arouca,Aveiro,Norte
Escariz,PURP,0.0,0.0,0,Arouca,Aveiro,Norte
Fermedo,PPD/PSD,46.71,48.44,327,Arouca,Aveiro,Norte
Fermedo,PS,28.57,29.63,200,Arouca,Aveiro,Norte
Fermedo,CDS-PP,7.71,8.0,54,Arouca,Aveiro,Norte
Fermedo,B.E.,6.71,6.96,47,Arouca,Aveiro,Norte
Fermedo,PCP-PEV,1.86,1.93,13,Arouca,Aveiro,Norte
Fermedo,PAN,1.43,1.48,10,Arouca,Aveiro,Norte
Fermedo,R.I.R.,0.86,0.89,6,Arouca,Aveiro,Norte
Fermedo,IL,0.71,0.74,5,Arouca,Aveiro,Norte
Fermedo,NC,0.43,0.44,3,Arouca,Aveiro,Norte
Fermedo,PCTP/MRPP,0.43,0.44,3,Arouca,Aveiro,Norte
Fermedo,A,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,CH,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,JPP,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,L,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,PNR,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,PPM,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,PURP,0.14,0.15,1,Arouca,Aveiro,Norte
Fermedo,MPT,0.0,0.0,0,Arouca,Aveiro,Norte
Fermedo,PDR,0.0,0.0,0,Arouca,Aveiro,Norte
Fermedo,PTP,0.0,0.0,0,Arouca,Aveiro,Norte
Mansores,PPD/PSD,47.69,49.74,289,Arouca,Aveiro,Norte
Mansores,PS,26.07,27.19,158,Arouca,Aveiro,Norte
Mansores,CDS-PP,11.06,11.53,67,Arouca,Aveiro,Norte
Mansores,B.E.,4.13,4.3,25,Arouca,Aveiro,Norte
Mansores,PAN,1.32,1.38,8,Arouca,Aveiro,Norte
Mansores,R.I.R.,1.16,1.2,7,Arouca,Aveiro,Norte
Mansores,CH,0.83,0.86,5,Arouca,Aveiro,Norte
Mansores,IL,0.66,0.69,4,Arouca,Aveiro,Norte
Mansores,PCP-PEV,0.66,0.69,4,Arouca,Aveiro,Norte
Mansores,PCTP/MRPP,0.66,0.69,4,Arouca,Aveiro,Norte
Mansores,A,0.33,0.34,2,Arouca,Aveiro,Norte
Mansores,NC,0.33,0.34,2,Arouca,Aveiro,Norte
Mansores,PNR,0.33,0.34,2,Arouca,Aveiro,Norte
Mansores,PTP,0.33,0.34,2,Arouca,Aveiro,Norte
Mansores,MPT,0.17,0.17,1,Arouca,Aveiro,Norte
Mansores,PDR,0.17,0.17,1,Arouca,Aveiro,Norte
Mansores,JPP,0.0,0.0,0,Arouca,Aveiro,Norte
Mansores,L,0.0,0.0,0,Arouca,Aveiro,Norte
Mansores,PPM,0.0,0.0,0,Arouca,Aveiro,Norte
Mansores,PURP,0.0,0.0,0,Arouca,Aveiro,Norte
Moldes,PS,39.29,41.0,255,Arouca,Aveiro,Norte
Moldes,PPD/PSD,36.06,37.62,234,Arouca,Aveiro,Norte
Moldes,CDS-PP,6.93,7.23,45,Arouca,Aveiro,Norte
Moldes,B.E.,4.62,4.82,30,Arouca,Aveiro,Norte
Moldes,R.I.R.,2.0,2.09,13,Arouca,Aveiro,Norte
Moldes,PAN,1.54,1.61,10,Arouca,Aveiro,Norte
Moldes,PCP-PEV,1.54,1.61,10,Arouca,Aveiro,Norte
Moldes,IL,0.92,0.96,6,Arouca,Aveiro,Norte
Moldes,PCTP/MRPP,0.92,0.96,6,Arouca,Aveiro,Norte
Moldes,L,0.77,0.8,5,Arouca,Aveiro,Norte
Moldes,PPM,0.46,0.48,3,Arouca,Aveiro,Norte
Moldes,A,0.31,0.32,2,Arouca,Aveiro,Norte
Moldes,NC,0.15,0.16,1,Arouca,Aveiro,Norte
Moldes,PNR,0.15,0.16,1,Arouca,Aveiro,Norte
Moldes,PURP,0.15,0.16,1,Arouca,Aveiro,Norte
Moldes,CH,0.0,0.0,0,Arouca,Aveiro,Norte
Moldes,JPP,0.0,0.0,0,Arouca,Aveiro,Norte
Moldes,MPT,0.0,0.0,0,Arouca,Aveiro,Norte
Moldes,PDR,0.0,0.0,0,Arouca,Aveiro,Norte
Moldes,PTP,0.0,0.0,0,Arouca,Aveiro,Norte
